lat,lon,elev,temperature,moisture,vegetation_index
34.116996320950776,-118.29480139872307,386.2893434635936,22.89103573038034,40.690346111525926,0.4
34.12160571445128,-118.3054013406651,140.23542660813948,27.18833422320109,54.430026174333406,0.4
34.11985595153449,-118.3039290544322,148.49207467007668,26.732590932294144,54.28181294495836,0.4
34.118789267873574,-118.28992747041798,139.27690340070276,23.561878894255585,63.466778735946455,0.4
34.11524814912354,-118.29547784786647,297.3973819701371,19.877377884937655,44.098315476281805,0.4
34.11524795616269,-118.30682525601928,139.60961310450386,26.01966705745651,52.097787115511316,0.4
34.11446466889734,-118.30507204068554,140.29172075738154,27.570421519617884,65.98665287716852,0.4
34.1209294091662,-118.29439346638695,150.85714541418463,25.123434449799888,53.13660742451929,0.4
34.11880892009395,-118.30690382990693,137.54900387336406,25.478696059352117,63.15296200210293,0.4
34.11966458062237,-118.30394464702307,152.42361069335075,23.43140234809469,54.2667111932005,0.4
34.11416467595436,-118.29657405800204,178.62101242122637,25.844537350727094,50.44398735833785,0.4404556499472248
34.121759278817294,-118.29385399124384,137.65919951167913,23.169078501111557,54.95707583952191,0.4
34.1206595411264,-118.29461273606945,159.6046380604728,23.549982657216006,63.66115311469427,0.4
34.115698712885425,-118.30273888312026,143.03491084063123,24.491920414885875,66.99253292850047,0.4
34.11545459973765,-118.29346859479439,237.99714892796376,23.085719293547456,62.684511334221284,0.6223067831034765
34.11546723607883,-118.30249226733756,142.46783725846961,23.40510164932109,57.844957102030314,0.4
34.116433937943675,-118.30081740573497,154.83601016779747,22.39230074507927,62.76826232470103,0.4
34.11819805145306,-118.29281666330276,177.90102868924333,24.90569968086493,52.58364476074669,0.4
34.11745556014913,-118.2946569749181,354.6521302930365,19.438740713580803,47.27686939349881,0.4
34.11632983312158,-118.2908647552006,142.4387898663366,25.43865353120894,67.82916477576893,0.4
34.11889482315778,-118.2945053550463,238.05754759351498,20.965025339774915,46.33773656647413,0.674163080037601
34.11511595088521,-118.29620213653662,261.71594907070113,22.45252162971488,46.841532654261314,0.4464578323965134
34.116337157188276,-118.30522017941126,137.547325409702,25.244590087115476,54.255832086532465,0.4
34.116930894746346,-118.30001339974187,185.03650001621355,21.410211220610293,48.729184076827856,0.4659132891233112
34.117648559873736,-118.30196115501404,166.96241549493004,23.480377359264924,52.550212081998744,0.4
34.120281407691145,-118.3023641967758,195.16224077649034,21.70324324610404,59.45434158833423,0.5041368888410156
34.115597390257264,-118.2885127994597,137.5478294948504,22.4292932329396,58.52657783205594,0.4
34.118113875507305,-118.29953114323133,276.32043633863634,25.213352667566944,62.400616767994045,0.4
34.118739316550894,-118.29005111545163,141.02283298293165,23.913666410189702,66.30795791545155,0.4
34.114371603301755,-118.29500836610605,216.00714129700538,25.3391038491877,53.796061382077305,0.5575072491962543
34.11886035881521,-118.2918985852327,145.9490430978992,23.4088630666246,54.950506944709886,0.4
34.115364192989496,-118.297449895231,221.48694632783346,24.459277406786907,54.334370310231996,0.40360350354112384
34.11452041274388,-118.2960388261921,212.58271204991323,25.109712918339852,58.90259036829963,0.5576634977467515
34.121591084298025,-118.29764216381744,179.42847320449687,24.785262979557128,53.78413388827765,0.4
34.121725056264594,-118.30329038323184,147.1562361649787,24.686332408001373,62.19672871038353,0.4
34.12046717878493,-118.29327340981003,144.85172245390183,24.374011035805573,57.994164145668734,0.4
34.11643691015338,-118.30166532511362,148.29364842319828,23.927336630794006,60.70919768011167,0.4
34.11478137691205,-118.3065379966378,144.4261039474326,27.488652786538303,58.54548642480903,0.4
34.1194738642121,-118.29473602637776,210.07396526263383,25.582237141473698,53.086356580333,0.4
34.117521219949914,-118.30363489709127,142.24051633219074,27.74535113735526,68.87944548595551,0.4
34.114976305878756,-118.28913128689729,139.99960237955318,22.745791293322203,65.27213178801308,0.4
34.11796141528089,-118.28887535703694,137.0223305574771,26.44475824007232,52.921370293029966,0.4
34.11427510816892,-118.28961757658581,140.05101212119195,27.62902249850239,67.36731903311058,0.4
34.12127456321663,-118.29996698469515,281.11071955124925,20.265184005968976,54.1041951829403,0.5311418517126798
34.116070239852796,-118.30670632428595,140.96845095079948,22.379608585184677,67.85230649984985,0.4
34.119300178274834,-118.28936194731084,137.5485842973818,26.49575220979272,66.09516174705104,0.4
34.11649368860871,-118.29886450118197,214.3607079339033,23.959624520401402,55.52984177202853,0.5183761338612232
34.11816054416942,-118.28863355843816,144.6115321800588,26.958742016948456,50.264924879199995,0.4
34.11837368223475,-118.2886912204353,139.6869762923677,22.844894733910383,55.38606813600421,0.4
34.115478835644204,-118.29079282034611,144.31995263174082,26.685204818524525,60.659886187947706,0.4
34.12175667702212,-118.30140547105069,207.13522030047267,21.867059514277013,59.98415558450404,0.4
34.12020106258689,-118.29968314315656,346.4689185794098,18.852557285606032,46.898996965487655,0.4
34.12151599153251,-118.29082840324118,140.69059018549427,22.97178298387607,52.75949787403671,0.4
34.12115861880342,-118.30097848190204,260.65528561296446,24.474342609129003,61.872393311467405,0.49548629245880893
34.11878319983049,-118.30377963781297,146.31711365273384,25.864841051122525,69.4353590679617,0.4
34.12137499388018,-118.29642077601329,160.72356966347112,24.723921155345295,59.68486085951487,0.4
34.114707940016416,-118.28921305929094,140.13098090013312,24.150363286738354,53.42834648096075,0.4
34.115567862899354,-118.29377543386317,264.9785042748025,24.7636331593826,50.44700635939528,0.4
34.11436181831128,-118.2961688377683,206.866377268569,23.01734309916443,47.693158440206574,0.5396939605574756
34.11660264264611,-118.30515364661835,142.91991547104254,26.84119832740861,68.16917951236827,0.4
34.11710941831751,-118.29531486269272,416.0538122105763,19.113733207209783,41.312869169379766,0.4
34.11617079225419,-118.28818897684802,137.70446875831817,24.307577201383083,61.62215075995235,0.4
34.12062990007321,-118.3043384037105,145.41140457292101,24.667850622559218,55.26464823082728,0.4
34.116854026613545,-118.29715173660509,362.3391262789171,19.36148471940651,52.18999499915918,0.4
34.1162474760775,-118.29032991163336,148.12344164918423,26.323187448073824,62.70347010106992,0.4
34.118341568665265,-118.29292539626267,178.6164025092433,24.243994290370008,65.05017997377429,0.4
34.115127393799796,-118.2937567009211,233.89641967443495,21.515347777392204,50.37256864823467,0.49959057942300117
34.120417575846034,-118.29365280240424,147.1650637470426,27.254146164706558,49.933314023287906,0.4
34.114596405149435,-118.30016966812683,135.80058230414727,24.387335682156323,52.90568930921025,0.4
34.1218950954928,-118.30142175495898,195.96871221106454,24.14194292246264,65.76162434851952,0.42737911145285035
34.12017795815437,-118.29162213804591,138.61939174320537,27.466444830923173,67.5330258815221,0.4
34.115589725452274,-118.29160784550109,153.43597809767334,25.476708413530485,61.41082291949923,0.4
34.114044176936986,-118.29052562594697,141.63795232702094,22.668629197709766,61.944819115592225,0.4
34.120523691427636,-118.28964842950143,145.6382387625747,27.526227966429357,63.07520394042212,0.4
34.11965485875078,-118.29728449442165,294.4375983232231,22.677496351964045,47.32992163954007,0.4
34.119832057344325,-118.29747119040094,280.9217905873296,21.190997876195926,62.651367295006004,0.4494332785914421
34.12017016277348,-118.29183239159963,138.56887809498406,22.86425487408064,58.4326553740421,0.4
34.11459235721387,-118.29465068531522,232.62449739983336,24.91166118762511,53.957790668996616,0.6389374788664591
34.11686772582835,-118.2936626293321,279.12694979937345,22.937897539583613,54.813276113681816,0.4
34.114926952476196,-118.29187993928072,158.83202275574544,24.82412609674302,50.186038425271285,0.4
34.120904827407,-118.29008989850546,143.5517156821057,27.29232118466363,53.18359874783736,0.4
34.11898638501462,-118.30057809201982,295.7904506362397,23.615774254622387,58.529054303077814,0.4
34.11664718419882,-118.29986392389984,173.79765302676276,22.23409621786125,50.304067237432015,0.4
34.114508466802285,-118.30521434314302,144.06220540293583,23.789088298714574,61.900553973210336,0.4
34.11648785857372,-118.29601267732107,396.15909995524135,18.367752839781968,44.66061819541677,0.4
34.11660146657621,-118.30631709679787,143.7156124077927,26.38936550728021,57.63728778452783,0.4
34.119836849426704,-118.29815363765549,300.57332663547817,18.989728075705116,49.35094166999487,0.4
34.11910045977084,-118.29668975194056,326.0103470440692,21.699131168346515,49.673040447536216,0.4
34.12109770194061,-118.30155571620956,229.6152270008962,24.78244757442622,60.79630902364906,0.6477163883918036
34.117777719401296,-118.29577416804919,404.8551656002127,21.96349050856624,45.34822768845499,0.4
34.114956753967505,-118.30642049525116,138.64987743911092,24.079492943513227,61.38209770837351,0.4
34.119705958297786,-118.30629038441377,141.89832806157133,26.88957726680065,59.44507492151914,0.4
34.12008628038893,-118.29137058934747,137.4780619818275,22.71422918209469,63.37430082797986,0.4
34.11849021758056,-118.30015637781318,280.3774993285491,24.271163763836125,63.121494813353195,0.5424683567654816
34.12016773743964,-118.30458585025961,142.2176460169999,22.720579053651896,64.56273610352501,0.4
34.11795036477091,-118.29707737805896,400.9820469318439,19.164082804725325,43.859525694541375,0.4
34.118181862635055,-118.29237012249112,166.76736538934526,26.248424886890415,49.55296808565188,0.4
34.11742032814686,-118.30289940047756,143.7458473026285,22.82458761804007,55.09544699389136,0.4
34.11420335301395,-118.29516508095944,200.8110117273923,22.159288136848005,59.4691181449094,0.48800867718230456
34.114863131415945,-118.30537839816512,143.83395178402185,26.25683637467796,50.87515819832413,0.4
34.11425143348549,-118.3060180472978,140.9969835107672,26.300279549061102,59.88744560359404,0.4
34.11909128329011,-118.29690426200021,330.8190755364708,22.03050428658237,54.30409395687896,0.4
34.116514847848606,-118.29672793268941,369.4116937861076,21.57545679108045,47.50841006489491,0.4
34.11806856552931,-118.29488883187153,330.26167317526307,21.451113196580316,57.807777147905924,0.4
34.12126053179141,-118.29320426465927,144.94417893412543,23.41191077475921,51.93419790531042,0.4
34.115994337833186,-118.28845881049021,140.21659003335026,24.069844160356514,51.49409203338217,0.4
34.117283063384285,-118.29719029338227,389.9718594091959,18.090149112624637,54.56490074770423,0.4
34.120044409108345,-118.30086382701411,317.500302328982,23.90069732142213,52.80981423096469,0.4
34.11583038532393,-118.29189146229939,160.60966762327917,25.08815741613114,62.94366122362356,0.4
34.11461583927863,-118.30185418722603,143.14928431892037,24.34212281420343,58.57057539931811,0.4
34.11631801162331,-118.2986595430066,216.4913969980624,23.24220688190355,51.86838478485964,0.422746055074357
34.11528977029803,-118.3055093287545,144.10759889469176,27.601548059777055,66.21774239769633,0.4
34.12143758121874,-118.30651833587511,137.11525267451023,22.977803365206277,66.10370747239918,0.4
34.12046496303652,-118.28870968012112,142.05908920783716,25.47619720794404,63.81156584877505,0.4
34.11906723005208,-118.29111637771027,144.86550313392766,24.938022010628245,55.24828261924215,0.4
34.1209716847215,-118.29377649008421,139.23105516090104,25.684104309389866,61.835371130945695,0.4
34.12042937661519,-118.29922989405613,322.6857191343323,18.454946720238397,49.91204917342724,0.4
34.11549256047108,-118.30370740791865,133.98777185688073,27.352988016527295,52.07213059225745,0.4
34.12114047198792,-118.30402769618925,143.26489597422898,27.527411775417097,68.2156756702757,0.4
34.11831473793532,-118.30224538493488,177.28789060785178,24.64504128937822,51.24485699406516,0.4271028096249664
34.120459521241315,-118.29656469337058,211.9225866524472,24.74145321021241,66.12784361031817,0.5345084827851134
34.12116873039939,-118.2934226774687,142.38853680802802,27.48722555090321,58.82457398683799,0.4
34.116544027799776,-118.29445624984236,361.74773866834505,21.80847703251349,44.83274903003859,0.4
34.11488041539622,-118.30168125595803,136.3570224258435,22.9880938089687,60.983738050533425,0.4
34.11582348130033,-118.28885755966739,134.93114565440882,25.559107247912703,67.66167089135182,0.4
34.11741686230901,-118.29297995858278,211.94717184490696,24.201346841398998,61.76661085439495,0.4068189249693972
34.12054411812738,-118.29646727300228,200.6826364084062,23.33113129964619,63.70391750089275,0.40000613916343075
34.12088584466605,-118.29537730582155,161.5590941162674,25.98748353142299,62.31330356956365,0.4
34.114055617044244,-118.29902759881386,137.83011747792918,27.649599739055507,63.932326591239885,0.4
34.118085978420616,-118.30229311119948,167.6696015688843,27.00001904606297,65.87712896855102,0.4
34.117339288025185,-118.30023651910562,195.13560777306546,23.602324072963484,52.7879358662611,0.4
34.11577686248376,-118.29260092390118,192.46917626203214,21.63004474980389,57.68973222238152,0.511483231357474
34.11495892293867,-118.30672652371604,141.09982508072304,27.887050692159548,54.38019583316313,0.4
34.116700921371226,-118.30479461983037,137.28819999907859,27.08762451869403,69.8618321599698,0.4
34.1215432776313,-118.30612594980158,138.48654558873517,22.778245175444898,68.94172497018286,0.4
34.11658562345617,-118.30622615275594,136.825081145716,27.588549672789913,50.915532981541475,0.4
34.118150324973946,-118.29074624890379,141.80376259436966,27.183302920485378,64.03935294653897,0.4
34.11962415167116,-118.29363050067178,166.88430297574536,24.575342283241525,67.42959422928351,0.4
34.11690903681903,-118.29799069724734,296.6401263761192,22.414850086947194,47.345901847501906,0.4
34.121774256661766,-118.30514115094763,141.79160547127285,24.358184113795325,61.287240392201674,0.4
34.12169957835954,-118.29765929837278,178.33638709241865,21.561842091083815,66.7763104680641,0.4
34.1160142583666,-118.29800403635517,232.14102568196193,22.168362936236168,46.9932785444375,0.4926829865092725
34.11797798804714,-118.30370916447171,143.47826065973325,26.747555478393405,63.80927491854747,0.4
34.116407026478534,-118.29875681866447,210.9330733636978,20.60913067075366,53.1096572129031,0.4
34.11627872395502,-118.29942841004645,177.3659912965644,23.253675204215575,66.99328425566804,0.4
34.11429509557883,-118.29529884813701,207.9456518207066,23.030099125131528,66.7033388304791,0.5728130351538125
34.11887651467184,-118.29493322063351,268.60988084884445,22.65217600065065,63.740934548314904,0.4328687908336144
34.11802143218583,-118.30613922381433,140.12510120650217,27.51663167434652,59.47928028488919,0.4
34.11441183001,-118.2998823603221,140.2796492889551,24.072482980416666,67.22966704822807,0.4
34.11622917171389,-118.29510866160143,381.9290369533213,19.24313847231094,57.21382649256855,0.4
34.121266127087736,-118.29744041108698,190.5633420780335,25.41374064709782,54.359475781743775,0.49801000477811586
34.11591649512533,-118.29072669301742,142.55393527013217,24.6622289399362,66.47615207220825,0.4
34.11515915897673,-118.29448482099924,276.4484101534036,20.618660734571822,45.282216288173714,0.5359877103367224
34.11791562208222,-118.30390424588545,144.8515852826568,24.617605391143023,61.73133415833479,0.4
34.121885203632885,-118.3056591937994,138.48214534324285,22.875499215413942,54.66089093202435,0.4
34.11593644217209,-118.29479403371408,349.23549196587555,18.873612079719827,44.04191803691056,0.4
34.119377084379245,-118.30649628509971,139.19035827262283,25.00639947098442,51.57144970167927,0.4
34.120092956922626,-118.2958702639558,204.09807772997752,23.231591142427735,61.361852408363696,0.4
34.115901100351934,-118.28913562541292,135.54309104681968,27.578213585472206,56.97577563348854,0.4
34.1198257307889,-118.29606599062036,242.3266300960813,22.127830792778173,60.40227022673197,0.5803298215270607
34.11694226506175,-118.29962477140208,204.59922787774113,24.19154554411344,48.7231577008692,0.5634541677631222
34.11905844664475,-118.29477752384959,237.8488933841332,23.83660785983452,52.39185102124688,0.49490212163160235
34.119068237686086,-118.29829319508066,339.22211680842724,18.094124403361455,52.82094117516966,0.4
34.1182861974726,-118.296633281003,394.339965090783,20.894424930284604,55.64086469314795,0.4
34.11472231816043,-118.28911216863324,149.28136790792846,22.882588443059937,56.00379534232426,0.4
34.120682419964716,-118.29966404988178,327.61142183612986,24.014193468094135,55.01337065529499,0.4
34.116566240519774,-118.28873737928734,139.64904776149194,22.898995411288837,67.73359305426406,0.4
34.1154921480832,-118.28979833780284,137.52444037064663,24.53725593494921,62.41628614882023,0.4
34.114326201132435,-118.303279968439,135.1965539885924,22.608166928700015,54.85132733552898,0.4
34.118727143545506,-118.30568213528338,140.7172286291787,27.96690093849211,50.45932648596361,0.4
34.119420514894735,-118.30508521797383,138.32384015529408,25.046693258881575,67.46902387180683,0.4
34.11413270263142,-118.30665378531262,135.73324395883634,25.657645224743536,50.59605845865429,0.4
34.11809674446639,-118.30520558374563,138.27721482133347,22.436914567903894,67.56294486083064,0.4
34.11581196620158,-118.29402287130509,291.99815945805466,23.459799633233974,54.49881630222205,0.4
34.11916138232328,-118.30564741567926,145.2043685374634,23.155346187824247,68.57317922875939,0.4
34.115394931432036,-118.30093946302442,145.5883952866612,27.27655783091106,65.75212890400687,0.4
34.11952750190482,-118.29094736909158,140.6890177118335,23.217057488655374,69.9311215021934,0.4
34.117093882770405,-118.30655783322102,144.4419980277382,23.055286363427236,56.836556387924674,0.4
34.121493839909895,-118.2915250988308,140.30266965936408,22.213244613901285,65.33165899224798,0.4
34.115100167553166,-118.30164475927931,138.20706824086471,24.8682603058427,58.11033554255025,0.4
34.1167285308084,-118.3047548682752,144.6915361055601,25.295216077464495,59.40985096185577,0.4
34.11490778816992,-118.29376199385808,224.93440936328946,20.695563649304326,59.15273288983582,0.5492634673907669
34.12139754894623,-118.29505008591119,145.02342809628394,26.552697138244383,67.27260515987541,0.4
34.121018714827045,-118.29032803174299,139.44706320011304,24.730791744485906,69.70378685598138,0.4
34.116063533021716,-118.29303365016773,221.19554875566544,23.52243064085217,62.117646327063746,0.44908633145539933
34.119279872368274,-118.29173386232269,139.49944033008916,24.654587675027585,58.37535803014311,0.4
34.12053777760161,-118.30164134312115,246.24456860370512,22.279686993177855,54.1773573013932,0.4222633189539046
34.118441606492794,-118.30362864866818,151.98944308261213,25.118053126197065,64.27206830847334,0.4
34.118237204626844,-118.29273831971882,172.11252993768355,22.289190876830606,53.49104171785871,0.4
34.115934818327204,-118.29167013995392,157.6821581752947,22.737925619465734,51.50219593561611,0.4
34.11474482214244,-118.28818040230199,138.05134885460674,27.209686748988968,57.17038919863126,0.4
34.12117772606363,-118.29916026413868,271.72501214456406,25.042192529910515,50.475779347299074,0.4
34.12120334445731,-118.29993165636994,286.078208272312,21.318291732232275,50.08303407822733,0.42810352447640276
34.119064811658184,-118.2922481537459,147.05368629093775,23.483394313042567,54.390007569360684,0.4
34.11671223832839,-118.3005247327352,166.1503594674769,25.340990070084555,49.79584941402816,0.4
34.1167936765969,-118.28931561081353,137.65680524860275,24.499268921616522,50.45120648472416,0.4
34.11980764543096,-118.29069015771498,141.1087535849858,22.130143062262352,69.7100976513212,0.4
34.121176882079624,-118.29884911347987,259.36682214832814,20.549579141230577,53.78078978878412,0.4
34.12109669139412,-118.29273344971196,140.28351547442384,26.29016306359591,57.67519232421668,0.4
34.12023900436686,-118.29266368539238,140.94514260429753,25.934640799374957,63.5551399496895,0.4
